Strain,Company,Types,Categories,SubCategory,THCLevel,THCUnit,Price,Feelings,FlavorProfile,Terpenes,Description,HardwareType,UnitWeight,PackSize,PreRollConfig,DietaryTags,TimeOfDay,ActivityScenario,IsLiveResin,IsLiveRosin,IsInfused,IsVegan,IsOrganic,ProductTags,OtherCannabinoids,OtherCannabinoidLevels,ExperienceLevel,ConsumptionMethod,OnsetTime,Duration,PriceRange
TTM | Strawberry Spacejam | 100mg,To The Moon,Sativa,Edibles,Gummy,5,mg,30.0,"Energetic,Happy,Creative,Focused,Inspired,Uplifted","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","TTM Strawberry Spacejam gummies by To The Moon deliver a fresh, ripe strawberry flavor with every bite. Each pack contains 20 gummies at 5mg THC each, totaling 100mg. Expect relaxed, happy, and calm effects. Start with one gummy and wait at least 1 hour. Onset 30–90 min, effects last 3–4 hrs.",,,20.0,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Beginner,Eat,30–90 min,4–8 hrs,Mid
TTM | Space Unicorn | 100mg,To The Moon,Sativa,Edibles,Gummy,5,mg,30.0,"Energetic,Happy,Creative,Focused,Inspired,Uplifted","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","TTM Space Unicorn gummies by To The Moon offer a whimsical, sweet candy flavor inspired by mythical adventures. Each pack contains 20 gummies at 5mg THC each, totaling 100mg. A hybrid formula for relaxed, happy, and energetic effects. Start with one gummy and wait at least 1 hour. Onset 30–90 min, effects last 3–4 hrs.",,,20.0,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Beginner,Eat,30–90 min,4–8 hrs,Mid
TTM | Electric Lemonade | 100mg,To The Moon,Sativa,Edibles,Gummy,5,mg,30.0,"Energetic,Happy,Creative,Focused,Inspired,Uplifted","citrus,earthy,herbal,pepper,spicy","Limonene,Myrcene,Caryophyllene","TTM Electric Lemonade gummies by To The Moon deliver a zesty, tangy lemonade flavor with an electrifying twist. Each pack contains 20 gummies at 5mg THC each, totaling 100mg. Expect relaxed, happy, and clear-minded effects. Start with one gummy and wait at least 1 hour before consuming more. Onset 30–90 min, effects last 3–4 hrs.",,,20.0,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Beginner,Eat,30–90 min,4–8 hrs,Mid
Strawberry | Social | CBG | 10 Pack,Florist Farms,Sativa,Edibles,Gummy,10,mg,30.0,"Happy,Relaxed,Calm,Energetic","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","NY?s finest hybrid cannabis extract measured and dosed with precision for a reliable experience that hits the sweet spot between relaxed and energized. These picnic-basket-ready strawberry gummies will have you feeling fine.INGREDIENTS: Corn Syrup, sugar, gelatin (bovine), sorbitol, citric acid, modified food starch (corn), flavoring, sunflower oil, Cannabis sativa extract, food coloring (Yellow #5, Red #40, Red #3)",,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,CBG,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Sour Watermelon | Energize | THC-V | 10 Pack,Florist Farms,Sativa,Edibles,Gummy,10,mg,30.0,"Calm,Happy,Relaxed,Energetic","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Sour Watermelon Energize gummies by Florist Farms deliver a punchy sour-sweet watermelon burst with 10mg THC per gummy (10-pack, 100mg total). Formulated with THC-V for an added energizing lift, these Sativa-forward gummies are designed for active days when you want uplifted focus without feeling weighed down. Precision-dosed for a consistent, clean experience. Start with one piece and allow 30–90 minutes to feel the full effect.",,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Bedtime Blueberry Sleep Gummies | 10 Pack,Florist Farms,Sativa,Edibles,Gummy,10,mg,30.0,"Calm,Happy,Relaxed,Energetic","earthy,herbal,floral,lavender,pepper,spicy","Myrcene,Linalool,Caryophyllene","Bedtime Blueberry Sleep Gummies by Florist Farms are crafted for a peaceful night's rest, with 10mg THC per gummy (10-pack, 100mg total). Each piece delivers a calming blueberry flavor alongside relaxing effects designed to ease tension and prepare you for sleep. A gentle, reliable nighttime option from Florist Farms' precision-dosed New York collection. Take one piece 30–90 minutes before bed for best results.",,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Golden Raspberry Gummies | 10 Pack,Florist Farms,Sativa,Edibles,Gummy,10,mg,30.0,"Calm,Happy,Relaxed,Energetic","citrus,earthy,herbal,pepper,spicy","Limonene,Myrcene,Caryophyllene","Golden Raspberry Gummies by Florist Farms are a bright, fruit-forward option with 10mg THC per piece (10-pack, 100mg total). The sweet, tangy golden raspberry flavor makes each dose enjoyable, while the calm, happy, and gently energizing effects are ideal for light daytime use or casual social settings. Precision-dosed for consistency from NY's Florist Farms. Start with one piece and wait 30–90 minutes for full onset.",,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Peach Gummies | 10 Pack,Florist Farms,Sativa,Edibles,Gummy,10,mg,30.0,"Calm,Happy,Relaxed,Energetic","citrus,earthy,herbal,pepper,spicy","Limonene,Myrcene,Caryophyllene","Peach Gummies by Florist Farms bring a sweet, sun-ripened peach flavor to each precisely dosed 10mg piece (10-pack, 100mg total). These gummies are designed for calm, happy, and gently uplifting effects — perfect for afternoon relaxation or laid-back social occasions. Made by Florist Farms, known for NY-sourced cannabis quality and reliable dosing. Start with one gummy and allow 30–90 minutes before considering more.",,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Sour Green Apple | 10 Pack,Florist Farms,Sativa,Edibles,Gummy,10,mg,30.0,"Calm,Happy,Relaxed,Energetic","citrus,earthy,herbal,pepper,spicy","Limonene,Myrcene,Caryophyllene","Sour Green Apple Gummies by Florist Farms deliver a crisp, tart apple punch with 10mg THC per piece (10-pack, 100mg total). The bold sour flavor profile pairs perfectly with the upbeat, calm-energy effects of this Sativa-forward formula. A fun, accessible choice for daytime enjoyment or social settings. Start with one piece and allow 30–90 minutes for the full effect to kick in.",,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Sweet Peach | 100mg,Jaunty,Sativa,Edibles,Gummy,10,mg,24.0,"Calm,Happy,Relaxed,Energetic","citrus,earthy,herbal,pine,floral","Limonene,Myrcene,Terpinolene",Summer?s here! Grab a bag of Jaunty?s Sweet Peach gummies and celebrate the season with this quintessential flavor of summertime. Each delicious piece packs 10mg THC to add a special pep in your step.,,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Sour Watermelon | 100mg,Jaunty,Sativa,Edibles,Gummy,10,mg,24.0,"Energetic,Talkative,Uplifted","watermelon,sour,sweet,fruity","Caryophyllene,Myrcene,Limonene","Jaunty Sour Watermelon Gummies offer a sweet and tangy burst of watermelon flavor with precisely 10mg THC per piece (10 pieces per pack, 100mg total). These Sativa-leaning gummies are crafted for uplifting, energizing effects — great for social settings, creative activities, or daytime enjoyment. Jaunty is known for their precision dosing and consistent quality. Start with one piece and allow 30–90 minutes for full onset before considering more.",,,10.0,,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,3–4 hrs,Mid
Mango Habanero x Spicy Papaya | Rosin Gummies,MFNY,Sativa,Edibles,Live Rosin,10,mg,30.0,"Energetic,Focused,Uplifted","lemon,pepper,citrus","Limonene,Caryophyllene,Myrcene","A must for edible lovers, these palate-pleasing Pink Lemonade x Lemoncane gummies are unlike any other edibles you've tried. Our vegan, full-spectrum, cultivar-specific gummies are infused with MFNY?s premium Lemoncane live rosin extract. Superior to distillate, live rosin is made via solventless extraction from premium fresh frozen plants, preserving all the natural terpenes. We use the minimum amount of sugar to highlight the spicy pineapple flavors of the Pinezapple, paired with natural flavors of pineapple.",,,10.0,,vegan,Daytime,Focus,False,True,False,True,False,"live-rosin,vegan",,,Experienced,Eat,30–90 min,4–8 hrs,Mid
Limelight | 100mg,Off Hours,Sativa,Edibles,Gummy,10,mg,30.0,"Energetic,Focused,Tingly","lime,citrus,pine","Limonene,Pinene,Caryophyllene","Limelight, also called Rockstar, is a hybrid cannabis strain bred by Kali Grown Seeds in 2018, made from a genetic cross of (Key Lime Pie x Lemon Tree) x Kali Grown OG. Citrus is on the menu. Limelight looks how it smells: Vibrant, electric-green buds that reek of limonene-rich terps with an earthy base. A perfect, tangy way to start the day. If you?ve smoked, dabbed, or consumed Limelight, tell us about your experience by leaving a strain review.",,,10.0,,,Daytime,Focus,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Awaken | 100mg,Off Hours,Sativa,Edibles,Gummy,10,mg,30.0,"Creative,Energetic,Focused,Happy,Inspired","citrus,pine,floral","Limonene,Pinene,Terpinolene",Off Hours orange punch Awaken gummies are specially formulated with an eye-opening blend of THC and THCV to energize your day.,,,10.0,,,Daytime,"Creative,Focus",False,False,False,False,False,,THCV,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Private Party,DEALER CANNABIS CO.,Sativa,Flower,Flower,22,%,26.0,"Focused,Happy,Relaxed,Energetic","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","Private Party by DEALER CANNABIS CO. is an upbeat Sativa at 22% THC, delivering an energizing, focused buzz well-suited for daytime activities or social settings. Its terpene blend of Myrcene, Limonene, and Caryophyllene produces a lively earthy and citrus aroma with a peppery edge. Effects are cheerful and motivating without being overwhelming — great for conversations, outdoor activities, or creative work. Available in 3.5g at an accessible price point.",,3.5g,,,,Daytime,"Focus,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Harvest | Power Plant,Harvest,Sativa,Flower,Flower,21,%,45.0,"Energetic,Happy,Creative,Focused,Inspired","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","Harvest Power Plant is a classic Sativa strain at 21% THC, offering clean, energizing effects ideal for creative projects, physical activity, or any task demanding mental sharpness. Cultivated by Harvest, this strain features a fresh, earthy and citrus aroma powered by Myrcene, Limonene, and Caryophyllene terpenes. A favorite among Sativa enthusiasts for its consistent, clear-headed high that sparks inspiration and sustains energy throughout the day. Available in 3.5g.",,3.5g,,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Wet Dream,Zizzle,Sativa,Flower,Flower,22,%,54.0,"Energetic,Creative,Uplifted","sage,blue cheese,spicy,herbal","Caryophyllene,Limonene,Myrcene","Wet Dream, also known as ""Wet Dreams,"" is native to San Diego, California. Wet Dream is a sativa-dominant cross between Blue Dream and OB Haze (Ocean Beach Haze). While its ever-so appealing name might lead you to believe this strain is best for late night indulgence, the upbeat jolt of energy Wet Dream provides is favored by many for daytime use. Its uplifting cerebral effects are ushered in by a spicy lemongrass aroma and a woody pine flavor. While Haze hybrids tend to induce racing euphoria that can be a bit jarring for some, the Blue Dream genetics bring a mellow, relaxing quality to the experience to help curb stress and anxiety.",,3.5g,,,,Daytime,Creative,False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Silver Haze,Zizzle,Sativa,Flower,Flower,20,%,54.0,"Energetic,Happy,Creative,Focused,Inspired,Uplifted","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","Silver Haze, a distinguished sativa-dominant hybrid with a landrace genetic makeup, earned legendary status as the first-place winner of New York State's inaugural Legal Cannabis Cup. Cultivated by Zizzle, it epitomizes excellence in the cannabis world.Bred by Sensi Seeds in the 1980s, Silver Haze is a masterful blend of Haze, Northern Lights, and Skunk, enriched with subtle traits from the original Trainwreck strain. Boasting a potent THC content of 18% to 24%, it delivers a powerful, uplifting, and cerebral high that sparks creativity, induces euphoria, and enhances focus, a favorite among both recreational and medical users.The strain's captivating aroma and flavor profile, featuring citrus, pine, and spice notes, contribute to Silver Haze's allure, making it a connoisseur's choice. Its appearance is equally striking, with elongated, slender buds displaying a vibrant green hue and a generous trichome coating.Zizzle's cultivation excellence shines through, as demonstrated in their commitment to precision, care, and innovation, resulting in Silver Haze surpassing expectations of judges and consumers alike. The strain's victory in the Legal Cannabis Cup marks a milestone in New York State's post-legalization era, solidifying its place in cannabis history. As Silver Haze embodies the best of its genetic lineage and Zizzle's craftsmanship, it is poised to continue setting new standards for quality and excellence in the evolving world of cannabis..",,3.5g,,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Blue Dream,Harvest,Sativa,Flower,Flower,24,%,45.0,"Creative,Uplifted,Energetic","blueberry,berry,sweet","Myrcene,Limonene,Pinene","Blue Dream is a sativa-dominant hybrid marijuana strain made by crossing Blueberry with Haze. This strain produces a balanced high, along with effects such as cerebral stimulation and full-body relaxation. Blue dream is 18% THC but has a low CBD percentage, making this potent strain a fan favorite of both novice and veteran cannabis consumers. In terms of flavor, Blue Dream is reported to smell and taste like sweet berries. Medical marijuana patients often use Blue Dream to treat symptoms of depression, chronic pain, and nausea. Blue Dream originated in California and has since achieved legendary status among West Coast strains and has quickly become one of the most-searched-for strains in the Leafly database. The average price per gram of Blue Dream is $20. Strains similar to Blue Dream include Blue Dream CBD, Double Dream,and Blue Magoo.",,3.5g,,,,Daytime,Creative,False,False,False,False,False,,CBD,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Party | Hella Jelly | 2 Pack,Honeybee Collective,Sativa,Pre-rolls,Pre-roll,19,%,15.5,"Creative,Uplifted,Energetic,Focused","citrus,pine,floral","Limonene,Pinene,Terpinolene","PARTY - An Energetic, Happy Experience Perfect for a day on the slopes, a summer BBQ, or a deep house clean, these pre-rolls bring the party energy",,1g,2.0,2x1g,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Sour Diesel,Dank,Sativa,Pre-rolls,Pre-roll,23,%,16.0,"Energetic,Talkative,Uplifted","diesel,pungent,skunk","Caryophyllene,Limonene,Myrcene","Sour Diesel, also known as ""Sour D"" and ""Sour Deez,"" is a popular hybrid marijuana strain made by crossing Chemdawg and Super Skunk. Sour Diesel effects are dreamy, cerebral, fast-acting and energizing. This strain features a pungent flavor profile that smells like diesel. Medical marijuana patients choose Sour Diesel to help relieve symptoms associated with depression, pain, and stress. Fun fact: Sour Diesel first became popular in the early 1990s and has been legendary ever since.",,1g,1.0,1x1g,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Candy Jack | Live Resin Infused | 5 Pack,Florist Farms,Sativa,Pre-rolls,Live Resin,42,%,40.0,"Energetic,Creative,Uplifted","sweet,citrus,pine","Limonene,Pinene,Caryophyllene","Candy Jack is a mostly sativa strain that provides a swift boost to your mood alongside a sweet, citrus aroma. The fragrant smell is inherited from its Skunk #1 parent, while creative and focused effects stem from the Jack Herer side of the family. While its complex terpene profile may impress even the most hardened connoisseur, patients typically appreciate Candy Jack?s ability to counter stress, depression, and appetite loss. With a few Cannabis Cup wins already under its belt, Candy Jack?s potency, flavor, and effects have won this sativa a sterling reputation in the cannabis world. ",,1g,5.0,5x1g,,Daytime,Creative,True,False,True,False,False,live-resin,,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Mid
THCv | Live Resin Infused | 5 Pack,Florist Farms,Sativa,Pre-rolls,Live Resin,39,%,40.0,"Focused,Happy,Relaxed,Energetic,Inspired,Uplifted","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","THCv Live Resin Infused 5-Pack by Florist Farms delivers five 1g pre-rolls at 39% THC each, infused with live resin and enriched with THCv for an energizing, appetite-suppressing boost. A potent, focused experience for experienced consumers. Onset immediate, effects last 1–3 hrs.",,1g,5.0,5x1g,,Daytime,"Creative,Focus,Relaxation",True,False,True,False,False,live-resin,THCV,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Blue Dream | 1g,Harvest,Sativa,Pre-rolls,Pre-roll,17,%,14.0,"Creative,Uplifted,Energetic","blueberry,berry,sweet","Myrcene,Limonene,Caryophyllene","Blue Dream is a sativa-dominant hybrid marijuana strain made by crossing Blueberry with Haze. This strain produces a balanced high, along with effects such as cerebral stimulation and full-body relaxation. Blue dream is 18% THC but has a low CBD percentage, making this potent strain a fan favorite of both novice and veteran cannabis consumers. In terms of flavor, Blue Dream is reported to smell and taste like sweet berries. Medical marijuana patients often use Blue Dream to treat symptoms of depression, chronic pain, and nausea. Blue Dream originated in California and has since achieved legendary status among West Coast strains and has quickly become one of the most-searched-for strains in the Leafly database. The average price per gram of Blue Dream is $20. Strains similar to Blue Dream include Blue Dream CBD, Double Dream,and Blue Magoo.",,1g,1.0,1x1g,,Daytime,Creative,False,False,False,False,False,,CBD,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Sour Diesel | 3 Pack,Zizzle,Sativa,Pre-rolls,Pre-roll,23,%,28.0,"Energetic,Talkative,Uplifted","diesel,pungent,skunk","Caryophyllene,Limonene,Myrcene","Sour Diesel, also known as ""Sour D"" and ""Sour Deez,"" is a popular hybrid marijuana strain made by crossing Chemdawg and Super Skunk. Sour Diesel effects are dreamy, cerebral, fast-acting and energizing. This strain features a pungent flavor profile that smells like diesel. Medical marijuana patients choose Sour Diesel to help relieve symptoms associated with depression, pain, and stress. Fun fact: Sour Diesel first became popular in the early 1990s and has been legendary ever since.",,1g,3.0,3x1g,,Daytime,Relaxation,False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Super Lemon Haze | 1g,Verde Lucido,Sativa,Pre-rolls,Pre-roll,20,%,12.0,"Energetic,Uplifted,Creative","lemon,citrus,lime","Limonene,Myrcene,Caryophyllene","Super Lemon Haze, sometimes called ""SLH,"" is a sativa-dominant hybrid marijuana strain of Lemon Skunk and Super Silver Haze and two time Cannabis Cup winner from Green House Seeds. Super Lemon Haze is a kief-caked multi-colored wonder. As the name states this strain has real lemony characteristics. The smell is zesty, citrusy, and a little sweet. As for the taste, it's everything one would expect from the namesake; tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight.",,1g,1.0,1x1g,,Daytime,Creative,False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Mule Fuel | 1g,Verde Lucido,Sativa,Pre-rolls,Pre-roll,27,%,12.0,"Sleepy,Relaxed,Euphoric","tobacco,chemical,diesel","Caryophyllene,Myrcene,Limonene","Mule Fuel is a hybrid weed strain made from a genetic cross between  Lurch and GMO Cookies. Mule Fuel is 29% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Mule Fuel effects include feeling sleepy,  relaxed, and euphoric. Medical marijuana patients often choose Mule Fuel when dealing with symptoms associated with anxiety,  depression, and stress. Bred by Thug Pug Genetics, Mule Fuel features flavors like tobacco, chemical and diesel. The dominant terpene of this strain is terpinolene. The average price of Mule Fuel typically ranges from $45-$60. If you?ve smoked, dabbed, or consumed Mule Fuel, tell us about your experience by leaving a strain review.",,1g,1.0,1x1g,,Daytime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Super Jack | DNA | POD | 1g,Plug Play,Sativa,Vaporizers,Vape,92,%,70.0,"Happy,Focused","citrus,pepper,spicy,pine","Limonene,Caryophyllene,Pinene",Cannabis vaporizers are a great way to consume discreetly and consistently. Vape cartridges contain concentrated cannabis oil that is heated by a battery and vaporized for inhalation. These products are very potent and are designed to be consumed in 2-3 second puffs. Note: This product uses a Plug Play proprietary battery and is not compatible with standard 510 thread batteries.,Pod,1g,,,,Daytime,Focus,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Alaskan Thunder Fuck | AIO,ayrloom,Sativa,Vaporizers,Vape,90,%,35.0,"Energetic,Talkative,Uplifted","menthol,pine,sage","Pinene,Myrcene,Caryophyllene","Alaskan Thunder Fuck (also referred to as ATF, Matanuska Thunder Fuck or Matanuska Tundra) is a legendary sativa marijuana strain originating in the Matanuska Valley area of Alaska. According to the legend, it was originally a Northern California sativa crossed with a Russian ruderalis, but sometime in the late 70s it was crossed with Afghani genetics to make it heartier (and also making it a hybrid). Alaskan Thunder Fuck usually presents large, beautifully frosted buds with incredibly strong odors of pine, lemon, menthol, and skunk. Known for possessing a relaxing yet intensely euphoric high, it is also described as having a ?creeper? effect as well as pronounced appetite enhancement.",Disposable,1g,,,,Daytime,Relaxation,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Focus | Disposable Vape,ayrloom,Sativa,Vaporizers,Vape,75,%,60.0,"Focused,Happy,Energetic,Creative,Inspired","citrus,pine,floral","Limonene,Pinene,Terpinolene","Achieve a centered mindset with ayrloom mood?s focus vape. the crisp eucalyptus, citrus + melon aromas combine to help enhance mental clarity + concentration. eucalyptus is traditionally linked to cognitive benefits, such as alertness and sharpness, while fresh citrus is associated with its energizing properties.INGREDIENTS CANNABIS EXTRACT, BOTANICALLY DERIVED TERPENES INSTRUCTIONS INHALE FOR 3-5 SECONDS. WAIT AT LEAST 30 SECONDS BETWEEN PUFFS. STORE VERTICALLY AND AT ROOM TEMPERATURE AWAY FROM LIGHT.",Disposable,2g,,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Mango | AIO | 1g,Cannabals,Sativa,Vaporizers,Vape,88,%,65.0,"Focused,Happy,Relaxed,Energetic,Inspired,Uplifted","earthy,herbal,citrus,sweet","Myrcene,Limonene,Valencene","Experience the tropical taste of mango with CANNABALS - ""Cannabis you can Taste""! Our compact and discrete disposable Mango vape may be small, but it packs a punch. Our state-of-the-art custom Blinc AiO Simpl vaporizer delivers one gram of high potency sativa cannabis oil, infused with the luscious flavors of mango. Mango is known for its sweet and tangy taste, reminiscent of biting into a ripe mango on a sunny beach. With CANNABALS, you can enjoy the full flavor and aroma of this tropical fruit in a convenient and portable vape. It's a truly delightful experience that will transport you to a state of relaxation and bliss. Don't settle for bland and boring cannabis products. Choose CANNABALS and indulge in the flavorful world of ""Cannabis you can Taste"". Try our Mango vape today and elevate your cannabis experience to a whole new level.",Disposable,1g,,,,Daytime,"Creative,Focus,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Tangerine Dream | AIO | 1g,Cannabals,Sativa,Vaporizers,Vape,88,%,65.0,"Energetic,Uplifted,Happy","orange,citrus,sweet","Limonene,Myrcene,Valencene","Tangerine Dream is a sativa-leaning strain with effects that may reduce pain and increase energy. Tangerine Dream (from the illustrious Barney?s Farm) is a cross of G13, Afghani, and Neville's A5 Haze. Consuming too much Tangerine Dream may leave you stuck in the couch, as this strain was crafted to meet the demands of medical patients. Uplifting and euphoric, it provides consumers with mental clarity while deeply relaxing muscles. Tangerine Dream typically flowers in 8 to 10 weeks and features a citrusy aroma.",Disposable,1g,,,,Daytime,Focus,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Georgia Peach | AIO | 1g,Cannabals,Sativa,Vaporizers,Vape,88,%,65.0,"Energetic,Happy,Creative,Focused,Inspired","citrus,earthy,herbal,pepper,spicy","Limonene,Myrcene,Caryophyllene","Experience the sweet and juicy taste of Georgia Peach with CANNABALS - ""Cannabis you can Taste""! Our compact and discrete disposable Georgia Peach vape may be small, but it packs a punch. Our state-of-the-art custom Blinc AiO Simpl vaporizer delivers one gram of high potency sativa cannabis oil, infused with the delightful flavors of Georgia Peach. Georgia Peach is known for its mouthwatering taste, reminiscent of biting into a ripe peach on a warm summer day. With CANNABALS, you can enjoy the full flavor and aroma of this delicious fruit in a convenient and portable vape. It's a truly delightful experience that will transport you to a state of relaxation and bliss. Don't settle for bland and boring cannabis products. Choose CANNABALS and indulge in the flavorful world of ""Cannabis you can Taste"". Try our Georgia Peach vape today and elevate your cannabis experience to a whole new level.",Disposable,1g,,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Blood Orange Diesel | Vape | 0.5g,Gezoont,Sativa,Vaporizers,Vape,83,%,35.0,"Energetic,Happy,Creative,Focused,Inspired","earthy,herbal,citrus,pine","Myrcene,Limonene,Pinene",Our .5g Blood Orange Diesel vape pods contain full spectrum distillate made from our highest quality CO2 oil. We never use ethanol or any solvent other than CO2 in its creation. The devices are rechargeable and disposable.Total THC: 83.31%/416.55MG Total Cannabinoids: 88.79%/443.97mg Live Terpenes: 3.7%Beta-Myrcene (anti-inflammatory)Alpha-Pinene (anti-anxiety)Limonene (mood elevation/uplifting) Note: Compatible with any standard 510 thread battery.,510 Cartridge,0.5g,,,,Daytime,"Creative,Focus",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Pineapple Express | 1g,Jaunty,Sativa,Vaporizers,Vape,90,%,60.0,"Energetic,Happy,Talkative","pineapple,tropical,mango","Myrcene,Limonene,Pinene","Pineapple Express is a sativa-dominant hybrid marijuana strain made by crossing Trainwreck with Hawaiian. While this strain rose to fame on the silver screen in 2008 amidst the release of Pineapple Express, it is a real strain that you can find on the shelves of dispensaries across the country.  Since then, this strain has become a favorite in the hearts and minds of cannabis lovers. Pineapple Express produces long-lasting energetic effects that you can feel right away. Pineapple Express is 20% THC and may make you feel buzzy, alert, and creative. The best time to smoke Pineapple Express is in the morning, afternoon, or early evening hours. In terms of flavor, this strain packs a punch to your pallet with bright citrus notes infused with pineapple and earthy pine, thanks to the terpenes of caryophyllene limonene and Ocimene. Medical marijuana patients choose Pineapple Express to relieve symptoms associated with depression, pain, and fatigue. The average price per gram of Pineapple Express is $20.",Disposable,1g,,,,Daytime,Relaxation,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Sour Diesel | 1g,Jaunty,Sativa,Vaporizers,Vape,90,%,60.0,"Energetic,Talkative,Uplifted","diesel,pungent,skunk","Caryophyllene,Limonene,Myrcene","Sour Diesel, also known as ""Sour D"" and ""Sour Deez,"" is a popular hybrid marijuana strain made by crossing Chemdawg and Super Skunk. Sour Diesel effects are dreamy, cerebral, fast-acting and energizing. This strain features a pungent flavor profile that smells like diesel. Medical marijuana patients choose Sour Diesel to help relieve symptoms associated with depression, pain, and stress. Fun fact: Sour Diesel first became popular in the early 1990s and has been legendary ever since.",Disposable,1g,,,,Daytime,Relaxation,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Amnesia Haze | 1g,Jaunty,Sativa,Vaporizers,Vape,90,%,60.0,"Energetic,Talkative,Giggly","lemon,citrus,lime","Limonene,Myrcene,Pinene","With earthy flavors of lemons and citrus, Amnesia Haze is the perfect sativa strain to start your day with a smile. The uplifting, energetic buzz is one you won?t soon forget. Its genetics have been traced back to the South Asian and Jamaican landrace strains, and this Cannabis Cup winner (1st place 2004, 1st place Sativa Cup 2012) has since been popularized in the coffee shops of Amsterdam.",Disposable,1g,,,,Daytime,Relaxation,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
